ck_id	county	duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	baronies_867	baronies_1066	baronies_1178	development	special_buildings	culture_867	culture_1066	culture_1178	religion_867	religion_1066	religion_1178	names	anchor	source_url
c_cherven		Cherven	Cherven Cities	Galicia-Volhynia	Galicia-Volhynia	Galicia-Volhynia	West-Slavia	West-Slavia	West-Slavia	4	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Cherven	https://ck3.paradoxwikis.com/List_of_counties#Cherven
c_cheshire		Cheshire	Lancaster	England	England	England	Britannia	Britannia	Britannia	3	5	8	24	Offa's Dyke	Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Cheshire	https://ck3.paradoxwikis.com/List_of_counties#Cheshire
c_chilia		Chilia	Bugeac	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	3	2	2	4		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy	Chilia	https://ck3.paradoxwikis.com/List_of_counties#Chilia
c_chios		Chios	Aegean Islands	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	6	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Chios	https://ck3.paradoxwikis.com/List_of_counties#Chios
c_choklema		Choklema	Vologda	Bjarmaland	Bjarmaland	Bjarmaland	Russia	Russia	Russia	3	0	0	0		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Ukonusko	Choklema	https://ck3.paradoxwikis.com/List_of_counties#Choklema
c_chonae		Chonae	Thracesia	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Chonae	https://ck3.paradoxwikis.com/List_of_counties#Chonae
c_chornobyl		Chornobyl	Kyiv	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	3	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Chornobyl	https://ck3.paradoxwikis.com/List_of_counties#Chornobyl
c_cieszyn		Cieszyn	Opolania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	2	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Cieszyn	https://ck3.paradoxwikis.com/List_of_counties#Cieszyn
c_cilicia		Cilicia	Cilicia	Anatolia	Anatolia	Anatolia	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	8	12	14		Greek	Greek	Armenian	Orthodoxy	Orthodoxy	Apostolic	Cilicia	https://ck3.paradoxwikis.com/List_of_counties#Cilicia
c_clermont		Clermont	Valois	France	France	France	Francia	Francia	Francia	3	8	11	15		French	French	French	Catholicism	Catholicism	Catholicism	Clermont	https://ck3.paradoxwikis.com/List_of_counties#Clermont
c_clermont_sur_allier		Clermont-sur-Allier	Auvergne	Aquitaine	France	France	Francia	Francia	Francia	4	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	Clermont-sur-Allier	https://ck3.paradoxwikis.com/List_of_counties#Clermont-sur-Allier
c_cleves		Cleves	JÃ¼lich	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Cleves	https://ck3.paradoxwikis.com/List_of_counties#Cleves
c_coburg		Coburg	East Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Coburg	https://ck3.paradoxwikis.com/List_of_counties#Coburg
c_coimbra		Coimbra	Coimbra	Galicia	Galicia	Portugal	Hispania	Hispania	Hispania	3	5	8	14	University	Andalusian	Galician	Portuguese	Mozarabism	Mozarabism	Catholicism	Coimbra	https://ck3.paradoxwikis.com/List_of_counties#Coimbra
c_colmar		Colmar	Alsace	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	Colmar	https://ck3.paradoxwikis.com/List_of_counties#Colmar
c_cologne		Cologne	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	4	10	15	32	Cologne Cathedral	Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Cologne	https://ck3.paradoxwikis.com/List_of_counties#Cologne
c_colonea		Colonea	Chaldia	Pontus	Pontus	Pontus	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	6	9	14	Grand Cathedral	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Colonea	https://ck3.paradoxwikis.com/List_of_counties#Colonea
c_comminges		Comminges	Armagnac	Aquitaine	France	France	Francia	Francia	Francia	4	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	Comminges	https://ck3.paradoxwikis.com/List_of_counties#Comminges
c_como		Como	Lombardy	Italy	Italy	Italy	Italia	Italia	Italia	3	8	12	17		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Como	https://ck3.paradoxwikis.com/List_of_counties#Como
c_constanta		Constanta	Dobrudja	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Bulgarian	Bulgarian	Bulgarian	Slovianska Pravda	Orthodoxy	Orthodoxy	Constanta	https://ck3.paradoxwikis.com/List_of_counties#Constanta
c_cordoba		Cordoba	Cordoba	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	4	20	25	39	The Great Mosque of Cordoba	Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Cordoba	https://ck3.paradoxwikis.com/List_of_counties#Cordoba
c_cornouaille		Cornouaille	Brittany	Brittany	Brittany	Brittany	Francia	Francia	Francia	3	5	8	24		Breton	Breton	Breton	Catholicism	Catholicism	Catholicism	Cornouaille	https://ck3.paradoxwikis.com/List_of_counties#Cornouaille
c_cornwall		Cornwall	Cornwall	England	England	England	Britannia	Britannia	Britannia	3	5	8	24		Cornish	Cornish	Cornish	Catholicism	Catholicism	Catholicism	Cornwall	https://ck3.paradoxwikis.com/List_of_counties#Cornwall
c_coruna		Coruna	Galicia	Galicia	Galicia	LeÃ³n	Hispania	Hispania	Hispania	4	5	8	24	Farum Brigantium	Galician	Galician	Galician	Catholicism	Catholicism	Catholicism	Coruna	https://ck3.paradoxwikis.com/List_of_counties#Coruna
c_cosenza		Cosenza	Calabria	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	3	5	8	24		Greek	Greek	Sicilian	Orthodoxy	Orthodoxy	Catholicism	Cosenza	https://ck3.paradoxwikis.com/List_of_counties#Cosenza
c_cottbus		Cottbus	Meissen	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	4	8	24		Polabian	Polabian	Polabian	Slovianska Pravda	Slovianska Pravda	Catholicism	Cottbus	https://ck3.paradoxwikis.com/List_of_counties#Cottbus
c_craiova		Craiova	Oltenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	3	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy	Craiova	https://ck3.paradoxwikis.com/List_of_counties#Craiova
c_cremona		Cremona	Lombardy	Italy	Italy	Italy	Italia	Italia	Italia	3	8	12	13		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Cremona	https://ck3.paradoxwikis.com/List_of_counties#Cremona
c_csanad		Csanad	Temes	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	Csanad	https://ck3.paradoxwikis.com/List_of_counties#Csanad
c_csongrad		Csongrad	Bacs	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	Csongrad	https://ck3.paradoxwikis.com/List_of_counties#Csongrad
c_cuellar		Cuellar	Castile	Castile	Castile	Castile	Hispania	Hispania	Hispania	3	6	8	24	AlcÃ¡zar of Segovia	Andalusian	Castilian	Castilian	Mozarabism	Mozarabism	Mozarabism	Cuellar	https://ck3.paradoxwikis.com/List_of_counties#Cuellar
c_cuenca		Cuenca	Toledo	Andalusia	Andalusia	Castile	Hispania	Hispania	Hispania	4	10	14	16		Andalusian	Andalusian	Andalusian	Mozarabism	Muwalladism	Muwalladism	Cuenca	https://ck3.paradoxwikis.com/List_of_counties#Cuenca
c_cumberland		Cumberland	Northumbria	England	England	England	Britannia	Britannia	Britannia	4	5	8	24	Hadrian's Wall/Hadrian's Wall	Cumbrian	Cumbrian	English	Catholicism	Catholicism	Catholicism	Cumberland	https://ck3.paradoxwikis.com/List_of_counties#Cumberland
c_cuneo		Cuneo	Piedmonte	Italy	Italy	Italy	Italia	Italia	Italia	3	5	8	24		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Cuneo	https://ck3.paradoxwikis.com/List_of_counties#Cuneo
c_czersk		Czersk	Mazovia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	5	2	6	11		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Czersk	https://ck3.paradoxwikis.com/List_of_counties#Czersk
c_dal		Dal	VÃ¤stergÃ¶tland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	2	2	7	14		Norse	Swedish	Swedish	ÃsatrÃº	Catholicism	Catholicism	Dal	https://ck3.paradoxwikis.com/List_of_counties#Dal
c_dalabergslagen		Dalabergslagen	Bergslagen	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	4	2	4	24	Falun Mining Settlement	Norse	Swedish	Swedish	ÃsatrÃº	Catholicism	Catholicism	Dalabergslagen	https://ck3.paradoxwikis.com/List_of_counties#Dalabergslagen
c_dannenberg		Dannenberg	Ostfalen	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	6	9	24		Polabian	Polabian	Saxon	Catholicism	Catholicism	Catholicism	Dannenberg	https://ck3.paradoxwikis.com/List_of_counties#Dannenberg
c_debar		Debar	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	10	18		Albanian	Albanian	Albanian	Orthodoxy	Orthodoxy	Orthodoxy	Debar	https://ck3.paradoxwikis.com/List_of_counties#Debar
c_demetrias		Demetrias	Thessali	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	10	18		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Demetrias	https://ck3.paradoxwikis.com/List_of_counties#Demetrias
c_denia		Denia	ValÃ¨ncia	Valencia	Valencia	Valencia	Hispania	Hispania	Hispania	2	8	11	24		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Denia	https://ck3.paradoxwikis.com/List_of_counties#Denia
c_derby		Derby	Lancaster	England	England	England	Britannia	Britannia	Britannia	3	5	8	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Derby	https://ck3.paradoxwikis.com/List_of_counties#Derby
c_desmond		Desmond	Munster	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	4	4	9	20		Irish	Irish	Irish	Insularism	Insularism	Insularism	Desmond	https://ck3.paradoxwikis.com/List_of_counties#Desmond
c_dessau		Dessau	Anhalt	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	6	9	13		Polabian	Polabian	Saxon	Slovianska Pravda	Slovianska Pravda	Catholicism	Dessau	https://ck3.paradoxwikis.com/List_of_counties#Dessau
c_devon		Devon	Cornwall	England	England	England	Britannia	Britannia	Britannia	4	5	8	24		Cornish	Cornish	Cornish	Catholicism	Catholicism	Catholicism	Devon	https://ck3.paradoxwikis.com/List_of_counties#Devon
c_dijon		Dijon	Burgundy	France	France	France	Francia	Francia	Francia	3	6	10	24		French	French	French	Catholicism	Catholicism	Catholicism	Dijon	https://ck3.paradoxwikis.com/List_of_counties#Dijon
c_dithmarschen		Dithmarschen	Holstein	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism	Dithmarschen	https://ck3.paradoxwikis.com/List_of_counties#Dithmarschen
c_dobrzy		DobrzyÅ	Kuyavia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	2	2	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	DobrzyÅ	https://ck3.paradoxwikis.com/List_of_counties#Dobrzy%C3%85%C2%84
c_dokkum		Dokkum	Frisia	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Dutch	Dutch	Frisian	Catholicism	Catholicism	Catholicism	Dokkum	https://ck3.paradoxwikis.com/List_of_counties#Dokkum
c_dole		Dole	Upper Burgundy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	4	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Dole	https://ck3.paradoxwikis.com/List_of_counties#Dole
c_donji_kraji		Donji Kraji	Upper Bosnia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	5	8	24		Bosnian	Bosnian	Bosnian	Krstjani	Krstjani	Krstjani	Donji_Kraji	https://ck3.paradoxwikis.com/List_of_counties#Donji_Kraji
c_dorohoi		Dorohoi	Bukovina	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	2	2	5	8		Russian	Russian	Vlach	Slovianska Pravda	Orthodoxy	Orthodoxy	Dorohoi	https://ck3.paradoxwikis.com/List_of_counties#Dorohoi
c_dorohychyn		Dorohychyn	Volhynia	Galicia-Volhynia	Galicia-Volhynia	Galicia-Volhynia	West-Slavia	West-Slavia	West-Slavia	3	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Dorohychyn	https://ck3.paradoxwikis.com/List_of_counties#Dorohychyn
c_dorset		Dorset	Wessex	England	England	England	Britannia	Britannia	Britannia	4	5	8	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Dorset	https://ck3.paradoxwikis.com/List_of_counties#Dorset
c_dortmund		Dortmund	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Dortmund	https://ck3.paradoxwikis.com/List_of_counties#Dortmund
c_doudleby		Doudleby	Bohemia	Bohemia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	6	3	8	24		Czech	Czech	Czech	Slovianska Pravda	Catholicism	Catholicism	Doudleby	https://ck3.paradoxwikis.com/List_of_counties#Doudleby
c_dresden		Dresden	Meissen	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	6	9	24		Polabian	Polabian	Polabian	Slovianska Pravda	Slovianska Pravda	Catholicism	Dresden	https://ck3.paradoxwikis.com/List_of_counties#Dresden
c_dublin		Dublin	Meath	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	5	4	10	26		Norse	Norse	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Dublin	https://ck3.paradoxwikis.com/List_of_counties#Dublin
c_dubrovytsia		Dubrovytsia	Turov	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	3	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Dubrovytsia	https://ck3.paradoxwikis.com/List_of_counties#Dubrovytsia
c_duklja		Duklja	Duklja	Serbia	Serbia	Serbia	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	5	8	24		Serbian	Serbian	Serbian	Slovianska Pravda	Orthodoxy	Orthodoxy	Duklja	https://ck3.paradoxwikis.com/List_of_counties#Duklja
c_dunbar		Dunbar	Lothian	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	2	4	10	24		Anglo-Saxon	Scots	Scots	Catholicism	Catholicism	Catholicism	Dunbar	https://ck3.paradoxwikis.com/List_of_counties#Dunbar
c_durham		Durham	Northumbria	England	England	England	Britannia	Britannia	Britannia	3	5	8	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Durham	https://ck3.paradoxwikis.com/List_of_counties#Durham
c_d_rn		DÃ¼rn	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	DÃ¼rn	https://ck3.paradoxwikis.com/List_of_counties#D%C3%83%C2%BCrn
c_dvin		Dvin	Greater Armenia	Armenia	Armenia	Armenia	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	7	10	24		Armenian	Armenian	Armenian	Apostolic	Apostolic	Apostolic	Dvin	https://ck3.paradoxwikis.com/List_of_counties#Dvin
c_dyfed		Dyfed	Deheubarth	Wales	Wales	Wales	Britannia	Britannia	Britannia	3	4	7	20		Welsh	Welsh	Welsh	Catholicism	Catholicism	Catholicism	Dyfed	https://ck3.paradoxwikis.com/List_of_counties#Dyfed
c_dyrrachion		Dyrrachion	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	7	10	24		Albanian	Albanian	Albanian	Orthodoxy	Orthodoxy	Orthodoxy	Dyrrachion	https://ck3.paradoxwikis.com/List_of_counties#Dyrrachion
c_east_kiilt		East Kiilt	GuolÃ¡dat	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	East_Kiilt	https://ck3.paradoxwikis.com/List_of_counties#East_Kiilt
c_east_riding		East Riding	York	England	England	England	Britannia	Britannia	Britannia	3	5	8	16		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	East_Riding	https://ck3.paradoxwikis.com/List_of_counties#East_Riding
c_eichst_tt		EichstÃ¤tt	Nordgau	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	EichstÃ¤tt	https://ck3.paradoxwikis.com/List_of_counties#Eichst%C3%83%C2%A4tt
c_elfinn		Elfinn	VÃ­kin	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	3	2	7	13		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Elfinn	https://ck3.paradoxwikis.com/List_of_counties#Elfinn
c_elvas		Elvas	Beja	Badajoz	Badajoz	Portugal	Hispania	Hispania	Hispania	3	8	11	14		Andalusian	Andalusian	Andalusian	Mozarabism	Muwalladism	Muwalladism	Elvas	https://ck3.paradoxwikis.com/List_of_counties#Elvas
c_ennis		Ennis	Munster	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	2	2	6	14		Irish	Irish	Irish	Insularism	Insularism	Insularism	Ennis	https://ck3.paradoxwikis.com/List_of_counties#Ennis
c_epeiros		Epeiros	Epirus	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Epeiros	https://ck3.paradoxwikis.com/List_of_counties#Epeiros
c_erbach		Erbach	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Erbach	https://ck3.paradoxwikis.com/List_of_counties#Erbach
c_eryri		Eryri	Gwynedd	Wales	Wales	Wales	Britannia	Britannia	Britannia	3	4	7	20		Welsh	Welsh	Welsh	Catholicism	Catholicism	Catholicism	Eryri	https://ck3.paradoxwikis.com/List_of_counties#Eryri
c_eschenlohe		Eschenlohe	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	2	7	10	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Eschenlohe	https://ck3.paradoxwikis.com/List_of_counties#Eschenlohe
c_essex		Essex	Essex	England	England	England	Britannia	Britannia	Britannia	4	6	9	18		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Essex	https://ck3.paradoxwikis.com/List_of_counties#Essex
c_esztergom		Esztergom	Visegrad	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	6	12	26	Grand Cathedral	Slovien	Hungarian	Hungarian	Catholicism	Catholicism	Catholicism	Esztergom	https://ck3.paradoxwikis.com/List_of_counties#Esztergom
c_eu		Eu	Normandy	France	France	France	Francia	Francia	Francia	4	5	8	24		French	Norman	Norman	Catholicism	Catholicism	Catholicism	Eu	https://ck3.paradoxwikis.com/List_of_counties#Eu
c_euboea		Euboea	Athens	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	10	15	20		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Euboea	https://ck3.paradoxwikis.com/List_of_counties#Euboea
c_euchaita		Euchaita	Armeniac	Pontus	Pontus	Pontus	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	9	14		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Euchaita	https://ck3.paradoxwikis.com/List_of_counties#Euchaita
c_vora		Ãvora	Beja	Badajoz	Badajoz	Portugal	Hispania	Hispania	Hispania	2	8	11	14		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Ãvora	https://ck3.paradoxwikis.com/List_of_counties#%C3%83%C2%89vora
c_vreux		Ãvreux	Normandy	France	France	France	Francia	Francia	Francia	3	5	8	24		French	Norman	Norman	Catholicism	Catholicism	Catholicism	Ãvreux	https://ck3.paradoxwikis.com/List_of_counties#%C3%83%C2%89vreux
c_eystridalir		Eystridalir	UpplÃ¶nd	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	2	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Eystridalir	https://ck3.paradoxwikis.com/List_of_counties#Eystridalir
c_f_reyjar		FÃ¦reyjar	Northern Isles	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	1	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	FÃ¦reyjar	https://ck3.paradoxwikis.com/List_of_counties#F%C3%83%C2%A6reyjar
c_falkenstein		Falkenstein	Bavaria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	2	7	10	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Falkenstein	https://ck3.paradoxwikis.com/List_of_counties#Falkenstein
c_famagusta		Famagusta	Cyprus	Cyprus	Cyprus	Cyprus	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	8	12	14		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Famagusta	https://ck3.paradoxwikis.com/List_of_counties#Famagusta
c_faro		Faro	Algarve	Badajoz	Badajoz	Badajoz	Hispania	Hispania	Hispania	2	8	11	24		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Faro	https://ck3.paradoxwikis.com/List_of_counties#Faro
c_feh_r		FehÃ©r	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	6	2	8	24	Verespatak Mining Settlement	Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	FehÃ©r	https://ck3.paradoxwikis.com/List_of_counties#Feh%C3%83%C2%A9r
c_ferlix		Ferlix	Powys	Wales	Wales	Wales	Britannia	Britannia	Britannia	2	4	7	20		Welsh	Welsh	Welsh	Catholicism	Catholicism	Catholicism	Ferlix	https://ck3.paradoxwikis.com/List_of_counties#Ferlix
c_fermo		Fermo	Ancona	Romagna	Romagna	Romagna	Italia	Italia	Italia	3	7	10	14		Italian	Italian	Italian	Catholicism	Catholicism	Catholicism	Fermo	https://ck3.paradoxwikis.com/List_of_counties#Fermo
c_ferrara		Ferrara	Romagna	Romagna	Romagna	Romagna	Italia	Italia	Italia	3	7	10	14	University	Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism	Ferrara	https://ck3.paradoxwikis.com/List_of_counties#Ferrara
c_fife		Fife	Albany	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20		Pictish	Gaelic	Scots	Catholicism	Catholicism	Catholicism	Fife	https://ck3.paradoxwikis.com/List_of_counties#Fife
c_finland		Finland	Finland	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	3	1	4	9		Finnish	Finnish	Finnish	Ukonusko	Ukonusko	Catholicism	Finland	https://ck3.paradoxwikis.com/List_of_counties#Finland
c_finnveden		Finnveden	SmÃ¥land	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	2	2	4	24		Norse	Swedish	Swedish	ÃsatrÃº	Catholicism	Catholicism	Finnveden	https://ck3.paradoxwikis.com/List_of_counties#Finnveden
c_fir_afylki		FirÃ°afylki	ÃrÃ¦ndalÃ¶g	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	2	2	7	13		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	FirÃ°afylki	https://ck3.paradoxwikis.com/List_of_counties#Fir%C3%83%C2%B0afylki
c_firenze		Firenze	Tuscany	Italy	Italy	Italy	Italia	Italia	Italia	4	8	11	31	Santa Reparata	Italian	Italian	Italian	Catholicism	Catholicism	Catholicism	Firenze	https://ck3.paradoxwikis.com/List_of_counties#Firenze
c_fogaras		Fogaras	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism	Fogaras	https://ck3.paradoxwikis.com/List_of_counties#Fogaras
c_foggia		Foggia	Benevento	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	3	5	8	24		Lombard	Sicilian	Sicilian	Catholicism	Catholicism	Catholicism	Foggia	https://ck3.paradoxwikis.com/List_of_counties#Foggia
c_foix		Foix	Languedoc	Aquitaine	France	France	Francia	Francia	Francia	3	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	Foix	https://ck3.paradoxwikis.com/List_of_counties#Foix
c_forcalquier		Forcalquier	Provence	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	5	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	Forcalquier	https://ck3.paradoxwikis.com/List_of_counties#Forcalquier
c_forez		Forez	Viennois	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Forez	https://ck3.paradoxwikis.com/List_of_counties#Forez
c_fraga		Fraga	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	2	8	9	24		Basque	Aragonese	Aragonese	Mozarabism	Mozarabism	Mozarabism	Fraga	https://ck3.paradoxwikis.com/List_of_counties#Fraga
c_frankfurt		Frankfurt	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	5	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Frankfurt	https://ck3.paradoxwikis.com/List_of_counties#Frankfurt
